Year,Month,Item-Code,Description,Combined Inflation,Status,
2022,February,2.1.01.3.1.06.0,cheroot (no.),7.24,F,
2022,March,2.1.01.3.1.06.0,cheroot (no.),7.36,F,
2022,April,2.1.01.3.1.06.0,cheroot (no.),7.41,F,
2022,May,2.1.01.3.1.06.0,cheroot (no.),8.22,F,
2022,June,2.1.01.3.1.06.0,cheroot (no.),8.81,F,
2022,July,2.1.01.3.1.06.0,cheroot (no.),1.63,F,
2022,August,2.1.01.3.1.06.0,cheroot (no.),1.95,F,
2022,September,2.1.01.3.1.06.0,cheroot (no.),4.41,F,
2022,October,2.1.01.3.1.06.0,cheroot (no.),1.85,F,
2022,November,2.1.01.3.1.06.0,cheroot (no.),1.34,F,
2022,December,2.1.01.3.1.06.0,cheroot (no.),0.92,F,
2023,January,2.1.01.3.1.06.0,cheroot (no.),1.10,F,
2023,February,2.1.01.3.1.06.0,cheroot (no.),-0.90,F,
2023,March,2.1.01.3.1.06.0,cheroot (no.),-1.34,F,
2023,April,2.1.01.3.1.06.0,cheroot (no.),-1.52,F,
2023,May,2.1.01.3.1.06.0,cheroot (no.),-1.70,F,
2023,June,2.1.01.3.1.06.0,cheroot (no.),-1.91,F,
2023,July,2.1.01.3.1.06.0,cheroot (no.),-1.91,F,
2023,August,2.1.01.3.1.06.0,cheroot (no.),-1.74,F,
2023,September,2.1.01.3.1.06.0,cheroot (no.),-2.04,F,
2023,October,2.1.01.3.1.06.0,cheroot (no.),0.00,F,
2023,November,2.1.01.3.1.06.0,cheroot (no.),0.95,F,
2023,December,2.1.01.3.1.06.0,cheroot (no.),0.95,F,
2024,January,2.1.01.3.1.06.0,cheroot (no.),1.27,P,
2015,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),12.88,F,
2015,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),14.07,F,
2015,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),15.12,F,
2015,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),16.49,F,
2015,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),15.98,F,
2015,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),15.95,F,
2015,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),15.02,F,
2015,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),14.21,F,
2015,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),14.44,F,
2015,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),14.96,F,
2015,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),13.81,F,
2015,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),12.34,F,
2016,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),12.59,F,
2016,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),10.33,F,
2016,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),11.44,F,
2016,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),10.75,F,
2016,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),9.86,F,
2016,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.36,F,
2016,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),7.19,F,
2016,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),6.95,F,
2016,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),7.32,F,
2016,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),6.11,F,
2016,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),4.90,F,
2016,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.24,F,
2017,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),3.56,F,
2017,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),3.21,F,
2017,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.41,F,
2017,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.98,F,
2017,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),3.43,F,
2017,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.98,F,
2017,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),3.49,F,
2017,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.68,F,
2017,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.00,F,
2017,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),6.23,F,
2017,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),7.65,F,
2017,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.42,F,
2018,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),9.18,F,
2018,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.87,F,
2018,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.08,F,
2018,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),6.70,F,
2018,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),6.36,F,
2018,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),7.90,F,
2018,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),7.28,F,
2018,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),4.47,F,
2018,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),4.63,F,
2018,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),4.34,F,
2018,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.59,F,
2018,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),6.34,F,
2019,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),4.82,F,
2019,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.29,F,
2019,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.42,F,
2019,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),5.65,F,
2019,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.55,F,
2019,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.48,F,
2019,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.85,F,
2019,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.86,F,
2019,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.98,F,
2019,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.49,F,
2019,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-2.20,F,
2019,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-3.91,F,
2020,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-1.83,F,
2020,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-1.65,F,
2020,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),15.31,F,
2020,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),12.83,F,
2020,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),14.24,F,
2020,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),9.07,F,
2020,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.45,F,
2020,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.28,F,
2020,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.02,F,
2021,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),8.17,F,
2021,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),7.45,F,
2021,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-4.35,F,
2021,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-5.17,F,
2021,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-0.50,F,
2021,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.39,F,
2021,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.06,F,
2021,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.73,F,
2022,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-0.67,F,
2022,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.11,F,
2022,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.07,F,
2022,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-0.78,F,
2022,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),-4.19,F,
2022,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.46,F,
2022,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.63,F,
2022,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.85,F,
2022,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.74,F,
2022,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.56,F,
2022,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.19,F,
2022,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.12,F,
2023,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.51,F,
2023,February,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.84,F,
2023,March,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.13,F,
2023,April,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.30,F,
2023,May,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.41,F,
2023,June,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.61,F,
2023,July,2.1.01.3.1.07.0,zarda; kimam; surti (gm),0.99,F,
2023,August,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.27,F,
2023,September,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.32,F,
2023,October,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.27,F,
2023,November,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.43,F,
2023,December,2.1.01.3.1.07.0,zarda; kimam; surti (gm),1.04,F,
2024,January,2.1.01.3.1.07.0,zarda; kimam; surti (gm),2.53,P,
2015,January,2.1.01.3.1.08.0,other tobacco products,9.31,F,
2015,February,2.1.01.3.1.08.0,other tobacco products,10.76,F,
2015,March,2.1.01.3.1.08.0,other tobacco products,11.00,F,
2015,April,2.1.01.3.1.08.0,other tobacco products,11.69,F,
2015,May,2.1.01.3.1.08.0,other tobacco products,12.83,F,
2015,June,2.1.01.3.1.08.0,other tobacco products,12.42,F,
2015,July,2.1.01.3.1.08.0,other tobacco products,13.50,F,
2015,August,2.1.01.3.1.08.0,other tobacco products,12.60,F,
2015,September,2.1.01.3.1.08.0,other tobacco products,11.99,F,
2015,October,2.1.01.3.1.08.0,other tobacco products,10.94,F,
2015,November,2.1.01.3.1.08.0,other tobacco products,13.97,F,
2015,December,2.1.01.3.1.08.0,other tobacco products,14.12,F,
2016,January,2.1.01.3.1.08.0,other tobacco products,15.38,F,
2016,February,2.1.01.3.1.08.0,other tobacco products,14.69,F,
2016,March,2.1.01.3.1.08.0,other tobacco products,14.62,F,
2016,April,2.1.01.3.1.08.0,other tobacco products,13.93,F,
2016,May,2.1.01.3.1.08.0,other tobacco products,13.28,F,
2016,June,2.1.01.3.1.08.0,other tobacco products,12.87,F,
2016,July,2.1.01.3.1.08.0,other tobacco products,10.96,F,
2016,August,2.1.01.3.1.08.0,other tobacco products,10.42,F,
2016,September,2.1.01.3.1.08.0,other tobacco products,10.47,F,
2016,October,2.1.01.3.1.08.0,other tobacco products,10.55,F,
2016,November,2.1.01.3.1.08.0,other tobacco products,6.79,F,
2016,December,2.1.01.3.1.08.0,other tobacco products,5.93,F,
2017,January,2.1.01.3.1.08.0,other tobacco products,5.09,F,
2017,February,2.1.01.3.1.08.0,other tobacco products,4.91,F,
2017,March,2.1.01.3.1.08.0,other tobacco products,4.96,F,
2017,April,2.1.01.3.1.08.0,other tobacco products,5.16,F,
2017,May,2.1.01.3.1.08.0,other tobacco products,5.19,F,
2017,June,2.1.01.3.1.08.0,other tobacco products,5.31,F,
2017,July,2.1.01.3.1.08.0,other tobacco products,6.73,F,
2017,August,2.1.01.3.1.08.0,other tobacco products,7.20,F,
2017,September,2.1.01.3.1.08.0,other tobacco products,7.54,F,
2017,October,2.1.01.3.1.08.0,other tobacco products,8.51,F,
2017,November,2.1.01.3.1.08.0,other tobacco products,10.72,F,
2017,December,2.1.01.3.1.08.0,other tobacco products,10.64,F,
2018,January,2.1.01.3.1.08.0,other tobacco products,8.94,F,
2018,February,2.1.01.3.1.08.0,other tobacco products,9.02,F,
2018,March,2.1.01.3.1.08.0,other tobacco products,8.78,F,
2018,April,2.1.01.3.1.08.0,other tobacco products,7.26,F,
2018,May,2.1.01.3.1.08.0,other tobacco products,8.07,F,
2018,June,2.1.01.3.1.08.0,other tobacco products,7.70,F,
2018,July,2.1.01.3.1.08.0,other tobacco products,6.89,F,
2018,August,2.1.01.3.1.08.0,other tobacco products,6.52,F,
2018,September,2.1.01.3.1.08.0,other tobacco products,5.66,F,
2018,October,2.1.01.3.1.08.0,other tobacco products,5.35,F,
2018,November,2.1.01.3.1.08.0,other tobacco products,6.87,F,
2018,December,2.1.01.3.1.08.0,other tobacco products,8.49,F,
2019,January,2.1.01.3.1.08.0,other tobacco products,8.27,F,
2019,February,2.1.01.3.1.08.0,other tobacco products,5.35,F,
2019,March,2.1.01.3.1.08.0,other tobacco products,5.15,F,
2019,April,2.1.01.3.1.08.0,other tobacco products,6.27,F,
2019,May,2.1.01.3.1.08.0,other tobacco products,4.44,F,
2019,June,2.1.01.3.1.08.0,other tobacco products,5.06,F,
2019,July,2.1.01.3.1.08.0,other tobacco products,4.98,F,
2019,August,2.1.01.3.1.08.0,other tobacco products,4.83,F,
2019,September,2.1.01.3.1.08.0,other tobacco products,6.76,F,
2019,October,2.1.01.3.1.08.0,other tobacco products,6.11,F,
2019,November,2.1.01.3.1.08.0,other tobacco products,2.40,F,
2019,December,2.1.01.3.1.08.0,other tobacco products,0.86,F,
2020,January,2.1.01.3.1.08.0,other tobacco products,0.46,F,
2020,February,2.1.01.3.1.08.0,other tobacco products,2.84,F,
2020,June,2.1.01.3.1.08.0,other tobacco products,0.53,F,
2020,July,2.1.01.3.1.08.0,other tobacco products,1.58,F,
2020,August,2.1.01.3.1.08.0,other tobacco products,1.63,F,
2020,September,2.1.01.3.1.08.0,other tobacco products,0.11,F,
2020,October,2.1.01.3.1.08.0,other tobacco products,0.34,F,
2020,November,2.1.01.3.1.08.0,other tobacco products,1.03,F,
2020,December,2.1.01.3.1.08.0,other tobacco products,1.14,F,
2021,January,2.1.01.3.1.08.0,other tobacco products,2.36,F,
2021,February,2.1.01.3.1.08.0,other tobacco products,2.64,F,
2021,July,2.1.01.3.1.08.0,other tobacco products,4.09,F,
2021,August,2.1.01.3.1.08.0,other tobacco products,4.08,F,
2021,September,2.1.01.3.1.08.0,other tobacco products,3.42,F,
2021,October,2.1.01.3.1.08.0,other tobacco products,3.07,F,
2021,November,2.1.01.3.1.08.0,other tobacco products,2.20,F,
2021,December,2.1.01.3.1.08.0,other tobacco products,1.92,F,
2022,January,2.1.01.3.1.08.0,other tobacco products,2.02,F,
2022,February,2.1.01.3.1.08.0,other tobacco products,1.73,F,
2022,March,2.1.01.3.1.08.0,other tobacco products,3.07,F,
2022,April,2.1.01.3.1.08.0,other tobacco products,1.71,F,
2022,May,2.1.01.3.1.08.0,other tobacco products,-0.11,F,
2022,June,2.1.01.3.1.08.0,other tobacco products,1.89,F,
2022,July,2.1.01.3.1.08.0,other tobacco products,1.94,F,
2022,August,2.1.01.3.1.08.0,other tobacco products,2.04,F,
2022,September,2.1.01.3.1.08.0,other tobacco products,2.20,F,
2022,October,2.1.01.3.1.08.0,other tobacco products,2.65,F,
2022,November,2.1.01.3.1.08.0,other tobacco products,2.71,F,
2022,December,2.1.01.3.1.08.0,other tobacco products,3.05,F,
2023,January,2.1.01.3.1.08.0,other tobacco products,2.48,F,
2023,February,2.1.01.3.1.08.0,other tobacco products,2.70,F,
2023,March,2.1.01.3.1.08.0,other tobacco products,1.46,F,
2023,April,2.1.01.3.1.08.0,other tobacco products,2.28,F,
2023,May,2.1.01.3.1.08.0,other tobacco products,3.38,F,
2023,June,2.1.01.3.1.08.0,other tobacco products,3.27,F,
2023,July,2.1.01.3.1.08.0,other tobacco products,3.42,F,
2023,August,2.1.01.3.1.08.0,other tobacco products,3.46,F,
2023,September,2.1.01.3.1.08.0,other tobacco products,3.50,F,
2023,October,2.1.01.3.1.08.0,other tobacco products,3.38,F,
2023,November,2.1.01.3.1.08.0,other tobacco products,4.36,F,
2023,December,2.1.01.3.1.08.0,other tobacco products,4.19,F,
2024,January,2.1.01.3.1.08.0,other tobacco products,4.09,P,
2015,January,3.1.01.1.1.01.0,dhoti (no.),6.30,F,
2015,February,3.1.01.1.1.01.0,dhoti (no.),6.10,F,
2015,March,3.1.01.1.1.01.0,dhoti (no.),6.33,F,
2015,April,3.1.01.1.1.01.0,dhoti (no.),5.95,F,
2015,May,3.1.01.1.1.01.0,dhoti (no.),6.18,F,
2015,June,3.1.01.1.1.01.0,dhoti (no.),5.97,F,
2015,July,3.1.01.1.1.01.0,dhoti (no.),5.93,F,
2015,August,3.1.01.1.1.01.0,dhoti (no.),6.15,F,
2015,September,3.1.01.1.1.01.0,dhoti (no.),5.87,F,
2015,October,3.1.01.1.1.01.0,dhoti (no.),5.00,F,
2015,November,3.1.01.1.1.01.0,dhoti (no.),5.81,F,
2015,December,3.1.01.1.1.01.0,dhoti (no.),5.64,F,
2016,January,3.1.01.1.1.01.0,dhoti (no.),5.69,F,
2016,February,3.1.01.1.1.01.0,dhoti (no.),5.59,F,
2016,March,3.1.01.1.1.01.0,dhoti (no.),5.07,F,
2016,April,3.1.01.1.1.01.0,dhoti (no.),5.29,F,
2016,May,3.1.01.1.1.01.0,dhoti (no.),5.10,F,
2016,June,3.1.01.1.1.01.0,dhoti (no.),5.08,F,
2016,July,3.1.01.1.1.01.0,dhoti (no.),4.96,F,
2016,August,3.1.01.1.1.01.0,dhoti (no.),5.01,F,
2016,September,3.1.01.1.1.01.0,dhoti (no.),5.08,F,
2016,October,3.1.01.1.1.01.0,dhoti (no.),5.85,F,
2016,November,3.1.01.1.1.01.0,dhoti (no.),5.03,F,
2016,December,3.1.01.1.1.01.0,dhoti (no.),5.65,F,
2017,January,3.1.01.1.1.01.0,dhoti (no.),5.38,F,
2017,February,3.1.01.1.1.01.0,dhoti (no.),5.29,F,
2017,March,3.1.01.1.1.01.0,dhoti (no.),5.44,F,
2017,April,3.1.01.1.1.01.0,dhoti (no.),5.86,F,
2017,May,3.1.01.1.1.01.0,dhoti (no.),5.84,F,
2017,June,3.1.01.1.1.01.0,dhoti (no.),5.89,F,
2017,July,3.1.01.1.1.01.0,dhoti (no.),6.31,F,
2017,August,3.1.01.1.1.01.0,dhoti (no.),6.34,F,
2017,September,3.1.01.1.1.01.0,dhoti (no.),6.99,F,
2017,October,3.1.01.1.1.01.0,dhoti (no.),6.78,F,
2017,November,3.1.01.1.1.01.0,dhoti (no.),6.92,F,
2017,December,3.1.01.1.1.01.0,dhoti (no.),6.52,F,
2018,January,3.1.01.1.1.01.0,dhoti (no.),6.35,F,
2018,February,3.1.01.1.1.01.0,dhoti (no.),6.63,F,
2018,March,3.1.01.1.1.01.0,dhoti (no.),6.90,F,
2018,April,3.1.01.1.1.01.0,dhoti (no.),6.91,F,
2018,May,3.1.01.1.1.01.0,dhoti (no.),7.03,F,
2018,June,3.1.01.1.1.01.0,dhoti (no.),6.56,F,
2018,July,3.1.01.1.1.01.0,dhoti (no.),5.72,F,
2018,August,3.1.01.1.1.01.0,dhoti (no.),5.54,F,
2018,September,3.1.01.1.1.01.0,dhoti (no.),4.79,F,
2018,October,3.1.01.1.1.01.0,dhoti (no.),4.49,F,
2018,November,3.1.01.1.1.01.0,dhoti (no.),4.55,F,
2018,December,3.1.01.1.1.01.0,dhoti (no.),4.67,F,
2019,January,3.1.01.1.1.01.0,dhoti (no.),2.95,F,
2019,February,3.1.01.1.1.01.0,dhoti (no.),1.98,F,
2019,March,3.1.01.1.1.01.0,dhoti (no.),2.04,F,
2019,April,3.1.01.1.1.01.0,dhoti (no.),1.21,F,
2019,May,3.1.01.1.1.01.0,dhoti (no.),0.80,F,
2019,June,3.1.01.1.1.01.0,dhoti (no.),0.94,F,
2019,July,3.1.01.1.1.01.0,dhoti (no.),1.00,F,
2019,August,3.1.01.1.1.01.0,dhoti (no.),0.33,F,
2019,September,3.1.01.1.1.01.0,dhoti (no.),0.07,F,
2019,October,3.1.01.1.1.01.0,dhoti (no.),-0.26,F,
2019,November,3.1.01.1.1.01.0,dhoti (no.),-0.20,F,
2019,December,3.1.01.1.1.01.0,dhoti (no.),-0.26,F,
2020,January,3.1.01.1.1.01.0,dhoti (no.),1.20,F,
2020,February,3.1.01.1.1.01.0,dhoti (no.),1.88,F,
2020,June,3.1.01.1.1.01.0,dhoti (no.),2.65,F,
2020,July,3.1.01.1.1.01.0,dhoti (no.),2.71,F,
2020,August,3.1.01.1.1.01.0,dhoti (no.),2.72,F,
2020,September,3.1.01.1.1.01.0,dhoti (no.),2.92,F,
2020,October,3.1.01.1.1.01.0,dhoti (no.),3.18,F,
2020,November,3.1.01.1.1.01.0,dhoti (no.),2.90,F,
2020,December,3.1.01.1.1.01.0,dhoti (no.),3.55,F,
2021,January,3.1.01.1.1.01.0,dhoti (no.),4.34,F,
2021,February,3.1.01.1.1.01.0,dhoti (no.),5.06,F,
2021,July,3.1.01.1.1.01.0,dhoti (no.),6.76,F,
2021,August,3.1.01.1.1.01.0,dhoti (no.),7.93,F,
2021,September,3.1.01.1.1.01.0,dhoti (no.),8.31,F,
2021,October,3.1.01.1.1.01.0,dhoti (no.),8.61,F,
2021,November,3.1.01.1.1.01.0,dhoti (no.),9.36,F,
2021,December,3.1.01.1.1.01.0,dhoti (no.),9.98,F,
2022,January,3.1.01.1.1.01.0,dhoti (no.),10.28,F,
2022,February,3.1.01.1.1.01.0,dhoti (no.),10.45,F,
2022,March,3.1.01.1.1.01.0,dhoti (no.),11.38,F,
2022,April,3.1.01.1.1.01.0,dhoti (no.),11.77,F,
2022,May,3.1.01.1.1.01.0,dhoti (no.),11.67,F,
2022,June,3.1.01.1.1.01.0,dhoti (no.),11.58,F,
2022,July,3.1.01.1.1.01.0,dhoti (no.),11.94,F,
2022,August,3.1.01.1.1.01.0,dhoti (no.),11.71,F,
2022,September,3.1.01.1.1.01.0,dhoti (no.),12.31,F,
2022,October,3.1.01.1.1.01.0,dhoti (no.),12.66,F,
2022,November,3.1.01.1.1.01.0,dhoti (no.),12.49,F,
2022,December,3.1.01.1.1.01.0,dhoti (no.),11.50,F,
2023,January,3.1.01.1.1.01.0,dhoti (no.),11.04,F,
2023,February,3.1.01.1.1.01.0,dhoti (no.),10.54,F,
2023,March,3.1.01.1.1.01.0,dhoti (no.),9.55,F,
2023,April,3.1.01.1.1.01.0,dhoti (no.),8.70,F,
2023,May,3.1.01.1.1.01.0,dhoti (no.),7.72,F,
2023,June,3.1.01.1.1.01.0,dhoti (no.),7.12,F,
2023,July,3.1.01.1.1.01.0,dhoti (no.),6.30,F,
2023,August,3.1.01.1.1.01.0,dhoti (no.),5.61,F,
2023,September,3.1.01.1.1.01.0,dhoti (no.),4.92,F,
2023,October,3.1.01.1.1.01.0,dhoti (no.),4.25,F,
2023,November,3.1.01.1.1.01.0,dhoti (no.),3.60,F,
2023,December,3.1.01.1.1.01.0,dhoti (no.),2.95,F,
2024,January,3.1.01.1.1.01.0,dhoti (no.),2.63,P,
2015,January,3.1.01.1.1.02.0,saree (no.),6.94,F,
2015,February,3.1.01.1.1.02.0,saree (no.),7.16,F,
2015,March,3.1.01.1.1.02.0,saree (no.),7.21,F,
2015,April,3.1.01.1.1.02.0,saree (no.),6.73,F,
2015,May,3.1.01.1.1.02.0,saree (no.),6.34,F,
2015,June,3.1.01.1.1.02.0,saree (no.),6.21,F,
2015,July,3.1.01.1.1.02.0,saree (no.),5.75,F,
2015,August,3.1.01.1.1.02.0,saree (no.),6.24,F,
2015,September,3.1.01.1.1.02.0,saree (no.),6.14,F,
2015,October,3.1.01.1.1.02.0,saree (no.),5.92,F,
2015,November,3.1.01.1.1.02.0,saree (no.),6.05,F,
2015,December,3.1.01.1.1.02.0,saree (no.),5.85,F,
2016,January,3.1.01.1.1.02.0,saree (no.),5.76,F,
2016,February,3.1.01.1.1.02.0,saree (no.),5.31,F,
2016,March,3.1.01.1.1.02.0,saree (no.),4.96,F,
2016,April,3.1.01.1.1.02.0,saree (no.),5.03,F,
2016,May,3.1.01.1.1.02.0,saree (no.),4.61,F,
2016,June,3.1.01.1.1.02.0,saree (no.),4.90,F,
2016,July,3.1.01.1.1.02.0,saree (no.),5.28,F,
2016,August,3.1.01.1.1.02.0,saree (no.),4.62,F,
2016,September,3.1.01.1.1.02.0,saree (no.),5.00,F,
2016,October,3.1.01.1.1.02.0,saree (no.),5.04,F,
2016,November,3.1.01.1.1.02.0,saree (no.),4.39,F,
2016,December,3.1.01.1.1.02.0,saree (no.),4.45,F,
2017,January,3.1.01.1.1.02.0,saree (no.),4.60,F,
2017,February,3.1.01.1.1.02.0,saree (no.),4.43,F,
2017,March,3.1.01.1.1.02.0,saree (no.),4.73,F,
2017,April,3.1.01.1.1.02.0,saree (no.),4.87,F,
2017,May,3.1.01.1.1.02.0,saree (no.),4.86,F,
2017,June,3.1.01.1.1.02.0,saree (no.),4.22,F,
2017,July,3.1.01.1.1.02.0,saree (no.),4.12,F,
2017,August,3.1.01.1.1.02.0,saree (no.),5.09,F,
2017,September,3.1.01.1.1.02.0,saree (no.),4.84,F,
2017,October,3.1.01.1.1.02.0,saree (no.),4.65,F,
2017,November,3.1.01.1.1.02.0,saree (no.),5.02,F,
2017,December,3.1.01.1.1.02.0,saree (no.),4.71,F,
2018,January,3.1.01.1.1.02.0,saree (no.),4.92,F,
2018,February,3.1.01.1.1.02.0,saree (no.),5.12,F,
2018,March,3.1.01.1.1.02.0,saree (no.),5.24,F,
2018,April,3.1.01.1.1.02.0,saree (no.),5.58,F,
2018,May,3.1.01.1.1.02.0,saree (no.),6.45,F,
2018,June,3.1.01.1.1.02.0,saree (no.),6.65,F,
2018,July,3.1.01.1.1.02.0,saree (no.),6.19,F,
2018,August,3.1.01.1.1.02.0,saree (no.),5.56,F,
2018,September,3.1.01.1.1.02.0,saree (no.),5.32,F,
2018,October,3.1.01.1.1.02.0,saree (no.),4.52,F,
2018,November,3.1.01.1.1.02.0,saree (no.),4.08,F,
2018,December,3.1.01.1.1.02.0,saree (no.),3.79,F,
2019,January,3.1.01.1.1.02.0,saree (no.),3.08,F,
2019,February,3.1.01.1.1.02.0,saree (no.),2.86,F,
2019,March,3.1.01.1.1.02.0,saree (no.),2.63,F,
2019,April,3.1.01.1.1.02.0,saree (no.),2.27,F,
2019,May,3.1.01.1.1.02.0,saree (no.),1.70,F,
2019,June,3.1.01.1.1.02.0,saree (no.),1.49,F,
2019,July,3.1.01.1.1.02.0,saree (no.),1.69,F,
2019,August,3.1.01.1.1.02.0,saree (no.),1.42,F,
2019,September,3.1.01.1.1.02.0,saree (no.),1.55,F,
2019,October,3.1.01.1.1.02.0,saree (no.),2.09,F,
2019,November,3.1.01.1.1.02.0,saree (no.),2.57,F,
2019,December,3.1.01.1.1.02.0,saree (no.),2.98,F,
2020,January,3.1.01.1.1.02.0,saree (no.),3.53,F,
2020,February,3.1.01.1.1.02.0,saree (no.),3.79,F,
2020,June,3.1.01.1.1.02.0,saree (no.),2.54,F,
2020,July,3.1.01.1.1.02.0,saree (no.),3.53,F,
2020,August,3.1.01.1.1.02.0,saree (no.),3.86,F,
2020,September,3.1.01.1.1.02.0,saree (no.),3.65,F,
2020,October,3.1.01.1.1.02.0,saree (no.),3.77,F,
2020,November,3.1.01.1.1.02.0,saree (no.),3.62,F,
2020,December,3.1.01.1.1.02.0,saree (no.),3.75,F,
